          Time                    X                     Y               P  
                    0     -0.409169086812756     0.453732056663648    0.036
    0.109634551495017     -0.374734064655245     0.407818693786969    0.636
    0.109634551495017     -0.374734064655245     0.407818693786969    0.636
    0.182724252491694     -0.340299042497737     0.201208560841915        1
    0.262458471760797     -0.202558953867701    -0.166098342171516        1
    0.272425249169435     -0.202558953867701    -0.234968386486533        1
     0.32890365448505     -0.133688909552683    -0.533405245184945        1
    0.401993355481728    -0.0648188652376646    -0.762972059568339        1
    0.465116279069767    -0.0303838430801555    -0.808885422445018        1
    0.534883720930233     0.0384862012348628    -0.625231970938303        1
    0.601328903654485      0.107356245549881    -0.372708475116569        1
    0.681063122923588      0.245096334179917    0.0175551093351995        1
     0.73421926910299      0.313966378494936     0.247121923718594        1
    0.820598006644518      0.382836422809954     0.407818693786969        1
     0.87375415282392      0.382836422809954     0.453732056663648        1
    0.956810631229236      0.348401400652445     0.453732056663648    0.438
    0.993355481727575      0.313966378494936     0.453732056663648    0.021
                    1                    NaN                   NaN      NaN
