       AspectRatio              MADX                 MADY                   AvgU                  MADU                   AvgV                  MADV                  CorrXY                  CorrXP                  CorrXU                   CorrXV                  CorrYP                   CorrYU                  CorrYV                   CorrPU                  CorrPV                   CorrUV           NumXMin    NumXMax    NumYMin    NumYMax    NumUMin    NumUMax    NumVMin    NumVMax    Character
      1.4054054054054     0.197169422944323    0.315278077450562       0.676772395532966     1.93917783916816      -0.556798271601414     2.35132375021645      -0.111210697254093      -0.334064498713704        0.639906042605021       0.734469797288685        0.245445447374846      -0.741999619690661        0.480497299598525      -0.375839045921709       -0.526880073122734       0.132302384532342       1          1          1          1          1          2          1          1           E    
     2.77419354838711      0.13142122078292    0.475718469114718       0.425123964981858     1.28621368938881       -1.98289228916166     3.30804702585567        0.40277244539998      -0.486445927469113       0.0650557470233474        0.53148230971543      -0.0886107076439323      -0.466985452030224        0.385788756212317       0.368760637289319       -0.405411960760232       0.143773492074333       1          0          1          1          2          1          1          1           F    
     2.57777777777779     0.168337767695198    0.434642124701036      -0.834969749715341     1.92554845036493       -1.41236050743434     2.47174417319776        0.29951505698077      0.0376563990664525        0.261095181472653      0.0947694801610485       -0.201187682004459      0.0656638906394337        0.413313117322987      0.0111053539802833       -0.580407439927837       0.020240407861625       1          1          1          2          2          1          3          2           G    
     3.82051282051281     0.106944456417853    0.589232711789452      -0.797682590081084    0.854744816982911       -3.17917029842143     3.41058729092974       0.641704622757201        0.27441349707788        0.857635666100609      -0.607463274798009       -0.318646981812194       0.708679673806995        0.119037453167992      0.0277689634625132       -0.596439861348609      -0.411295220474599       1          0          1          1          1          1          1          1           J    
      1.1063829787234     0.280636929614215    0.256200743204593       0.991474487506619    0.864995661252086      -0.597752415292249     3.48979616102224      0.0663047148797324      0.0549952796328355        0.409753327229605     -0.0890255409794592       0.0815269504527603       0.552022612470876        0.450231070068287       0.508956528028029        0.499966685137185       0.829772865202056       0          0          2          2          1          2          2          2           M    
     2.94252873563218     0.184606359548993    0.445814842519088       0.285927332769424     1.02186330770991      -0.541487876039929     4.08861378700459       0.623979905661609       0.462148945350348        0.108602098737966     -0.0312323989581945       -0.122190496156409       0.413274723133449        0.157769958090115        0.24667714303936        0.162179784145227       0.732219031087325       1          1          1          1          0          1          2          1           P    
     3.93650793650793      0.11723452079546    0.562763570852589       0.843335489735165     1.48969080228766       -4.18476084025985     4.61107262379507      -0.105725620896804      -0.359235152940566        0.553282928297359       0.755144823491169       -0.287372462577395      -0.549553311462664       -0.190771620601711      -0.269958931687147       -0.700402901901084       0.691254174211264       2          1          1          1          3          2          1          1           T    
     2.39999999999999     0.175025179441097    0.467081554455378        1.31003398001959      2.1539362427626        -2.2065138299381     3.04520721693942      -0.267732724185295       0.119895391494924        0.573697556815449       0.333106634723385       -0.231161990840867     0.00212399499060969        0.371086882396243      -0.400687461886423       -0.613185619954512       0.792870446041227       2          2          1          0          2          2          1          2           Z    
     2.24561403508771      0.18879849701833    0.300663159513878       0.062029827349357     1.66932973335058       -1.41870235410869     2.47341509831763       0.311061226745379      -0.329414228140767       0.0759063386041319       0.225378623272962       -0.648893014580156      -0.622353073770264       -0.503811910380704       0.152331173155305        0.695881852375806      0.0369710473856449       1          0          2          1          3          3          4          3           D    
     1.54666666666667      0.24326065897886    0.329674604462622       0.752046497508043    0.920779923849822       -1.15573377819216     4.17948229801493      -0.131051127850549     -0.0141654652599548        0.247499379432622      -0.183789659103964       -0.280151944166934       0.484253969441976        0.273143589731612       -0.29163066260181       -0.151490297946076       0.752456928251392       0          0          2          2          3          2          3          2           M    
     2.22807017543859     0.176519163499198    0.390593026145059     -0.0294866107998491     1.67939250729698       -1.76588674362192     3.82754350165247      0.0772589287238401       0.167691163015979       0.0463771064792082       0.200553609748844       -0.555875016015455      -0.351552650522661        0.265548135344432        0.43284286818646       -0.169481435878911       0.355740778785408       1          1          2          2          2          1          4          3           Q    
     1.97777777777778     0.168791039907977    0.465490204781535       0.628029855214664     1.20066062054516       -0.40516559581863     3.58293176258535       0.647574262891504      0.0555349466615646        0.604052261136696      0.0543177018152578       -0.440416306976801       0.526333702451661     -0.00216691694261388       0.535549590910967        0.667698288358081        0.48751445051147       1          0          1          0          3          3          1          1           R    
     1.84761904761905     0.219670065763593    0.421760140798409      -0.606039248443243     1.97657506590509       -1.03753484029067     1.76780277221562      0.0139781946608581      -0.123664412202802        0.103008848427174      0.0137418362943535       -0.367289178245252      0.0845924116901961        0.296271727998228      -0.373083926718659      -0.0827863950029297      -0.260921815169552       1          1          1          1          2          1          2          2           S    
     1.94074074074074     0.139687734033652     0.28831451811052        1.10372725174451     1.42403494330635       -2.38432991639677     3.25089047882217       0.322798080984557       0.411809737723555       0.0971933604362633       0.278172372650021       -0.346076115311086     -0.0507536076946654       -0.150169764147146      0.0498869716727307        0.306423577051653       0.868619568405267       2          1          1          0          3          2          2          1           T    
     2.52941176470588      0.16996596950331    0.457733928852043       0.298981494277297     1.79882324101126       -4.95142089226496     2.34981961629722       0.191523556735688      -0.236516644211985        0.235846011227413      -0.144345619277894       -0.650050572769433      -0.114122841513616       -0.542375204595484         0.5197892652202        0.446228277551194       0.116411333458072       0          1          1          1          2          2          3          2           X    
     4.39999999999999     0.172876953897817    0.623060858780833       0.103326837201738    0.934765554658543       -2.40979725641934     3.41075954967168      -0.235968414526571       0.671733608258213      -0.0165376880703351      0.0446517467323975       -0.486051340997222        0.53427744561626         0.17912709575673      -0.417190923174725       -0.334370820492682       0.209429332566134       0          1          1          1          2          2          2          1           Y    
     1.42857142857143      0.20677454941485    0.428788263598714       0.347838770897428     1.46257753159571      -0.807089933968806     1.70547518606131     0.00600478276864578      -0.536710823225558        0.558260929574404       0.923176524933453       -0.582868245127523      -0.686669826564253        0.173306742827903       0.141089328307886       -0.634159801793411       0.498972399204271       1          0          1          1          1          1          1          1           C    
