           Time                    X                      Y                P  
                     0     -0.287025562397141       0.618825227302839    0.001
                     0     -0.287025562397141       0.635320949279686    0.034
                     0     -0.287025562397141       0.635320949279686    0.034
    0.0249520153550864     -0.287025562397141       0.651816671256532    0.114
     0.053742802303263      -0.26228197943187       0.635320949279686    0.292
    0.0863723608445297     -0.287025562397141       0.536346617418608    0.474
     0.119001919385797     -0.311769145362408       0.255919343812218    0.741
     0.153550863723608     -0.361256311292949     -0.0739950957247117    0.978
      0.18042226487524      -0.41074347722349      -0.288439481423716        1
     0.214971209213052     -0.435487060188757      -0.403909535261641        1
     0.245681381957774      -0.41074347722349      -0.420405257238487        1
     0.276391554702495     -0.361256311292949      -0.321430925377409        1
     0.309021113243762     -0.287025562397141      -0.172969427585791        1
     0.343570057581574     -0.163307647570791      0.0744664020669065        1
      0.37236084452975    -0.0643333157097124       0.239423621835371    0.995
     0.404990403071017      0.059384599116637       0.371389397650143        1
     0.439539347408829      0.133615348012445       0.354893675673297        1
     0.470249520153551      0.133615348012445       0.222927899858525        1
     0.502879078694818     0.0841281820819077    -0.00801220781732585        1
     0.535508637236084     0.0098974331860958      -0.189465149562637        1
     0.568138195777351    -0.0395897327444418      -0.304935203400562        1
     0.596928982725528    -0.0148461497791748      -0.288439481423716        1
     0.629558541266795      0.059384599116637      -0.189465149562637        1
     0.662188099808061      0.183102513942983    -0.00801220781732585        1
     0.696737044145873      0.331564011734603       0.107457846020599        1
     0.727447216890595      0.405794760630411       0.140449289974292        1
     0.758157389635317      0.430538343595682       0.090962124043753        1
     0.792706333973129      0.405794760630411     -0.0410036517710188        1
      0.82341650671785      0.331564011734603      -0.205960871539484        1
     0.852207293666027      0.282076845804065      -0.321430925377409        1
     0.888675623800384      0.282076845804065      -0.436900979215333        1
     0.917466410748561      0.306820428769332      -0.469892423169026        1
     0.950095969289827      0.356307594699874      -0.502883867122719    0.823
     0.982725527831094      0.381051177665141      -0.469892423169026    0.388
     0.998080614203455      0.381051177665141       -0.45339670119218    0.007
                     1                    NaN                     NaN      NaN
